PPG,Serial_No,noise_ppg(.10),noise_ppg,noise_ppg(0.07)
-0.589,3677,-0.586486331,-0.586226007,-0.587744187
-0.585,3678,-0.572943207,-0.593375204,-0.572618281
-0.585,3679,-0.520628834,-0.578194251,-0.589646048
-0.585,3680,-0.59902631,-0.594685125,-0.582222424
-0.585,3681,-0.642892078,-0.579386268,-0.605733496
-0.578,3682,-0.576231829,-0.558841324,-0.568581774
-0.578,3683,-0.582533303,-0.583246514,-0.547912471
-0.578,3684,-0.57001379,-0.569760602,-0.552465115
-0.578,3685,-0.550914193,-0.572235763,-0.58070884
-0.567,3686,-0.55506276,-0.591315352,-0.584282318
-0.567,3687,-0.520410422,-0.573284034,-0.582286669
-0.567,3688,-0.547338433,-0.602806658,-0.578819302
-0.567,3689,-0.565002188,-0.569811715,-0.557174237
-0.548,3690,-0.540265697,-0.539291955,-0.539987773
-0.548,3691,-0.499491399,-0.550993255,-0.585219206
-0.548,3692,-0.532627236,-0.55018913,-0.523252506
-0.548,3693,-0.576864109,-0.527167074,-0.550958626
-0.526,3694,-0.541666786,-0.515116443,-0.528024255
-0.526,3695,-0.507417464,-0.531735305,-0.533081636
-0.526,3696,-0.508190445,-0.536170411,-0.518693889
-0.526,3697,-0.511468333,-0.545436886,-0.527069669
-0.494,3698,-0.515593382,-0.501028274,-0.48084897
-0.494,3699,-0.490197702,-0.499556221,-0.474600392
-0.494,3700,-0.506873183,-0.483147512,-0.478589064
-0.494,3701,-0.541912294,-0.499048305,-0.476386766
-0.454,3702,-0.407697664,-0.458200739,-0.485479937
-0.454,3703,-0.434938649,-0.445839599,-0.432529141
-0.454,3704,-0.456535943,-0.453035689,-0.482294315
-0.454,3705,-0.482950822,-0.460066432,-0.47279562
-0.403,3706,-0.417870688,-0.392570114,-0.42781823
-0.403,3707,-0.364178987,-0.415361124,-0.391312726
-0.403,3708,-0.461566678,-0.398976577,-0.406299699
-0.403,3709,-0.400152469,-0.392814584,-0.403983569
-0.34,3710,-0.323054864,-0.336047772,-0.325948224
-0.34,3711,-0.334163351,-0.351882085,-0.321238617
-0.34,3712,-0.359763902,-0.346187288,-0.336854037
-0.34,3713,-0.385421049,-0.353049601,-0.366752793
-0.275,3714,-0.317629259,-0.277937289,-0.29825915
-0.275,3715,-0.292871609,-0.292762618,-0.288204197
-0.275,3716,-0.288058682,-0.263491155,-0.254677533
-0.275,3717,-0.254086846,-0.27709004,-0.257046354
-0.198,3718,-0.25670784,-0.21396329,-0.180844323
-0.198,3719,-0.185102968,-0.196993319,-0.151853015
-0.198,3720,-0.221247684,-0.193898588,-0.177695273
-0.198,3721,-0.174069014,-0.202950469,-0.186782206
-0.114,3722,-0.089055075,-0.117634078,-0.135188185
-0.114,3723,-0.124257796,-0.096028658,-0.125567986
-0.114,3724,-0.062162919,-0.125563376,-0.150656666
-0.114,3725,-0.105459624,-0.10493015,-0.150353271
-0.033,3726,0.003551297,-0.053572394,-0.03550454
-0.033,3727,-0.060807879,-0.017272144,-0.007378265
-0.033,3728,-0.025020641,-0.032829531,-0.017014096
-0.033,3729,-0.04665711,-0.019206669,-0.012970037
0.043,3730,0.031515199,0.045973734,0.065259853
0.043,3731,-0.001574189,0.053912336,0.061001223
0.043,3732,0.057457756,0.057698113,0.056908084
0.043,3733,0.041739375,0.063350258,-0.017131285
0.124,3734,0.14537978,0.120897581,0.079491316
0.124,3735,0.195913763,0.12680712,0.114941471
0.124,3736,0.154063049,0.102849526,0.141392786
0.124,3737,0.187466431,0.119444232,0.107121996
0.198,3738,0.199741938,0.19340338,0.155678588
0.198,3739,0.209012295,0.202782067,0.159336922
0.198,3740,0.142316013,0.198942723,0.188388152
0.198,3741,0.161232747,0.186214355,0.187030076
0.263,3742,0.290868079,0.268974999,0.286579311
0.263,3743,0.349966805,0.257650424,0.257107477
0.263,3744,0.34514332,0.262524623,0.238714291
0.263,3745,0.307252672,0.264547529,0.281970774
0.33,3746,0.210920348,0.341219098,0.336017506
0.33,3747,0.303123488,0.323020195,0.322081812
0.33,3748,0.324727906,0.323709373,0.337530479
0.33,3749,0.296782136,0.336039692,0.299676125
0.381,3750,0.417142461,0.36874811,0.372392598
0.381,3751,0.361897059,0.38309517,0.374714425
0.381,3752,0.38629602,0.3673453,0.408702044
0.381,3753,0.331047817,0.381720414,0.37796173
0.417,3754,0.409646531,0.417489957,0.445773214
0.417,3755,0.439912661,0.40786543,0.427379156
0.417,3756,0.359884802,0.414189295,0.434276274
0.417,3757,0.389121995,0.404565536,0.40148132
0.447,3758,0.470366749,0.464272738,0.414156385
0.447,3759,0.467110168,0.44679977,0.478451787
0.447,3760,0.480312382,0.450160644,0.440076827
0.447,3761,0.462130998,0.453925742,0.437417851
0.465,3762,0.446358817,0.462349264,0.439373638
0.465,3763,0.497573835,0.464973053,0.468690498
0.465,3764,0.512102664,0.465815299,0.434363511
0.465,3765,0.47342575,0.470341287,0.457349831
0.472,3766,0.425986271,0.467792038,0.464347786
0.472,3767,0.568135507,0.467569125,0.493088142
0.472,3768,0.492382265,0.483729083,0.496844292
0.472,3769,0.465225805,0.468932623,0.50065963
0.475,3770,0.487679352,0.464862582,0.495994081
0.475,3771,0.454794541,0.481614408,0.496666423
0.475,3772,0.496073146,0.472157668,0.472993579
0.475,3773,0.498014749,0.469871852,0.479940131
0.468,3774,0.516251425,0.464863441,0.430942528
0.468,3775,0.401485487,0.466422633,0.477973754
0.468,3776,0.481418868,0.460292545,0.495954198
0.468,3777,0.436861254,0.474164154,0.521439448
0.454,3778,0.390274883,0.435038461,0.494989113
0.454,3779,0.385224402,0.455923141,0.452013894
0.454,3780,0.407439625,0.464473333,0.47607978
0.454,3781,0.483978092,0.464432414,0.457394996
0.435,3782,0.474751385,0.443655432,0.479433126
0.435,3783,0.431685175,0.407296208,0.417537063
0.435,3784,0.492092122,0.43762125,0.427954114
0.435,3785,0.445031208,0.42516244,0.416555814
0.403,3786,0.406691894,0.398218601,0.382616075
0.403,3787,0.3975148,0.400305147,0.350976776
0.403,3788,0.366303125,0.405059281,0.386141632
0.403,3789,0.384743301,0.404332288,0.420986249
0.373,3790,0.405339296,0.387662815,0.388186848
0.373,3791,0.38999452,0.36646872,0.357379849
0.373,3792,0.367187635,0.364577651,0.379699909
0.373,3793,0.346578381,0.362472092,0.374366488
0.337,3794,0.297627222,0.342601865,0.354913871
0.337,3795,0.304257067,0.334094385,0.32413569
0.337,3796,0.310247992,0.335522329,0.336456092
0.337,3797,0.348677998,0.331837285,0.339348935
0.292,3798,0.266607968,0.278789179,0.293603668
0.292,3799,0.227696916,0.301049141,0.23189062
0.292,3800,0.230820064,0.278465449,0.303024015
0.292,3801,0.297407124,0.300041,0.284935007
0.253,3802,0.263791775,0.249164859,0.24741231
0.253,3803,0.265109275,0.229633262,0.255623212
0.253,3804,0.287068984,0.23744163,0.251190023
0.253,3805,0.266316105,0.243415021,0.264674204
0.212,3806,0.224232746,0.202447172,0.213368984
0.212,3807,0.223499993,0.207713608,0.187225304
0.212,3808,0.20966765,0.203276689,0.205130004
0.212,3809,0.218701479,0.202185971,0.209641104
0.169,3810,0.189517163,0.174421003,0.199547577
0.169,3811,0.170968427,0.170214265,0.141913285
0.169,3812,0.176344731,0.158113388,0.154173755
0.169,3813,0.174758403,0.151535356,0.189139707
0.124,3814,0.052028221,0.124524066,0.146576838
0.124,3815,0.162557423,0.143237603,0.149290113
0.124,3816,0.154854977,0.125583982,0.127329799
0.124,3817,0.122534558,0.136127448,0.17689772
0.091,3818,0.110427001,0.098734305,0.083311381
0.091,3819,0.087296247,0.092801951,0.084444233
0.091,3820,0.16748781,0.094424526,0.11687678
0.091,3821,0.128003691,0.096517433,0.086511188
0.055,3822,0.022814971,0.059668789,0.058913224
0.055,3823,0.04555249,0.065558961,0.033448626
0.055,3824,0.067358139,0.052295239,0.099488405
0.055,3825,0.030805339,0.062201524,0.041334892
0.022,3826,-0.009879328,0.041610158,0.048207439
0.022,3827,0.023784651,0.00559251,0.037154641
0.022,3828,0.017634389,0.033929164,0.030978494
0.022,3829,0.038193258,0.010733593,0.02682144
-0.011,3830,0.011423779,-0.004809917,0.001947203
-0.011,3831,0.034867249,-0.022416633,0.00382158
-0.011,3832,0.050477583,-0.006386604,-0.046619559
-0.011,3833,-0.033884496,0.007888581,0.026252772
-0.036,3834,-0.069988473,-0.047119587,-0.028544181
-0.036,3835,0.026546765,-0.034505121,0.0053102
-0.036,3836,-0.025651276,-0.045658592,-0.050751685
-0.036,3837,-0.011356008,-0.041496947,-0.01606295
-0.059,3838,-0.038306854,-0.052189551,-0.056118141
-0.059,3839,-0.072570295,-0.060993523,-0.047821432
-0.059,3840,-0.074012897,-0.063800751,0.014070154
-0.059,3841,0.016306296,-0.074847369,-0.069330441
-0.076,3842,-0.006979167,-0.074025143,-0.089501061
-0.076,3843,-0.08411343,-0.077905381,-0.093442753
-0.076,3844,-0.024901467,-0.05403912,-0.092821848
-0.076,3845,-0.042995027,-0.064455189,-0.074833996
-0.099,3846,-0.127326135,-0.112488842,-0.074493597
-0.099,3847,-0.117318525,-0.10143161,-0.143885967
-0.099,3848,-0.136099763,-0.100773378,-0.114157089
-0.099,3849,-0.105903072,-0.093017775,-0.091784325
-0.117,3850,-0.122418096,-0.111746944,-0.147730859
-0.117,3851,-0.060738348,-0.121049453,-0.132697422
-0.117,3852,-0.086354422,-0.114865857,-0.087645485
-0.117,3853,-0.124536994,-0.099861465,-0.171290221
-0.128,3854,-0.136368005,-0.124786997,-0.12186374
-0.128,3855,-0.124674203,-0.126874192,-0.166415292
-0.128,3856,-0.179079703,-0.131401546,-0.108509251
-0.128,3857,-0.139376778,-0.125746557,-0.1267294
-0.142,3858,-0.100438313,-0.134729939,-0.170624594
-0.142,3859,-0.124978596,-0.133282965,-0.155070289
-0.142,3860,-0.130168235,-0.151978879,-0.149830249
-0.142,3861,-0.131146374,-0.147012058,-0.149513339
-0.149,3862,-0.113484727,-0.141870123,-0.147546495
-0.149,3863,-0.122673703,-0.161613212,-0.145855246
-0.149,3864,-0.170268185,-0.147550655,-0.15778333
-0.149,3865,-0.167029738,-0.145449134,-0.179764771
-0.165,3866,-0.208155812,-0.15927865,-0.194797113
-0.165,3867,-0.186026386,-0.178353278,-0.176898894
-0.165,3868,-0.178081349,-0.171356088,-0.138159615
-0.165,3869,-0.212833672,-0.172767413,-0.171824798
-0.179,3870,-0.174960124,-0.189719527,-0.206356104
-0.179,3871,-0.170702679,-0.18999849,-0.164507002
-0.179,3872,-0.161740132,-0.181145821,-0.187396902
-0.179,3873,-0.178522345,-0.196068729,-0.19196943
-0.19,3874,-0.211089198,-0.181978024,-0.227855591
-0.19,3875,-0.173934322,-0.200852225,-0.162783584
-0.19,3876,-0.22672901,-0.161170538,-0.17925958
-0.19,3877,-0.122185863,-0.190121723,-0.20253355
-0.201,3878,-0.197525451,-0.217359875,-0.162696295
-0.201,3879,-0.183080953,-0.204682312,-0.212344929
-0.201,3880,-0.211337661,-0.203427579,-0.178219676
-0.201,3881,-0.229485241,-0.19937865,-0.173189875
-0.215,3882,-0.164881541,-0.208694714,-0.185024691
-0.215,3883,-0.208973156,-0.229824541,-0.180614219
-0.215,3884,-0.162947257,-0.199638474,-0.253740703
-0.215,3885,-0.241046289,-0.210243527,-0.220763293
-0.223,3886,-0.267631777,-0.242379461,-0.235294706
-0.223,3887,-0.192857762,-0.21080397,-0.22267275
-0.223,3888,-0.282160652,-0.232635404,-0.210802109
-0.223,3889,-0.253437363,-0.21508349,-0.21472531
-0.234,3890,-0.247437325,-0.23328442,-0.25837651
-0.234,3891,-0.220048758,-0.256535953,-0.267026932
-0.234,3892,-0.245171211,-0.226160119,-0.247558468
-0.234,3893,-0.211773293,-0.241747903,-0.255970906
-0.248,3894,-0.255510738,-0.252088272,-0.270088743
-0.248,3895,-0.292420492,-0.24534584,-0.292446297
-0.248,3896,-0.247218295,-0.223779205,-0.224840366
-0.248,3897,-0.236502675,-0.268135377,-0.272499571
-0.26,3898,-0.268135752,-0.263169463,-0.230140746
-0.26,3899,-0.281072616,-0.252969046,-0.274390889
-0.26,3900,-0.260515327,-0.264056319,-0.24052415
-0.26,3901,-0.201029682,-0.274867328,-0.253001692
-0.274,3902,-0.236694816,-0.263696088,-0.293533981
-0.274,3903,-0.279089879,-0.28880116,-0.295701917
-0.274,3904,-0.242966525,-0.267221429,-0.247218789
-0.274,3905,-0.271734031,-0.255152463,-0.247914853
-0.285,3906,-0.322065572,-0.275446646,-0.311777035
-0.285,3907,-0.236472376,-0.271424139,-0.270192121
-0.285,3908,-0.259661697,-0.297015274,-0.304900043
-0.285,3909,-0.276235199,-0.280673042,-0.242389845
-0.299,3910,-0.309206466,-0.312369649,-0.321169945
-0.299,3911,-0.275636324,-0.295715917,-0.295063727
-0.299,3912,-0.304882985,-0.298502944,-0.273559102
-0.299,3913,-0.272469835,-0.300854014,-0.319120711
-0.307,3914,-0.281102777,-0.302693579,-0.33249545
-0.307,3915,-0.385724747,-0.312859592,-0.287366545
-0.307,3916,-0.322442813,-0.290371849,-0.308942175
-0.307,3917,-0.267486507,-0.316122344,-0.314487217
-0.322,3918,-0.268573532,-0.312328869,-0.302756687
-0.322,3919,-0.319789329,-0.326455118,-0.309964922
-0.322,3920,-0.378068817,-0.311024574,-0.30588563
-0.322,3921,-0.333495816,-0.342354858,-0.300598892
-0.336,3922,-0.290220518,-0.350263376,-0.325976957
-0.336,3923,-0.318188032,-0.319404143,-0.348162159
-0.336,3924,-0.312028265,-0.342155178,-0.348591338
-0.336,3925,-0.348426075,-0.341989228,-0.319822951
-0.347,3926,-0.338394678,-0.346224981,-0.315046358
-0.347,3927,-0.382265474,-0.330478434,-0.315132161
-0.347,3928,-0.34766668,-0.337706905,-0.350720723
-0.347,3929,-0.366162492,-0.361612711,-0.355477489
-0.358,3930,-0.379868933,-0.379208325,-0.321485363
-0.358,3931,-0.337518539,-0.346813913,-0.35700311
-0.358,3932,-0.350536846,-0.355491849,-0.352687348
-0.358,3933,-0.395555119,-0.360871745,-0.373095669
-0.372,3934,-0.336030187,-0.373905813,-0.364633753
-0.372,3935,-0.366155181,-0.358110401,-0.411056622
-0.372,3936,-0.433982312,-0.371900866,-0.436165276
-0.372,3937,-0.376772852,-0.369239185,-0.40590175
-0.384,3938,-0.358384536,-0.382789894,-0.422953018
-0.384,3939,-0.345146069,-0.383482078,-0.387983617
-0.384,3940,-0.427791143,-0.380397066,-0.387842758
-0.384,3941,-0.37534553,-0.386608742,-0.405039032
-0.391,3942,-0.421798608,-0.382220091,-0.396760376
-0.391,3943,-0.367036411,-0.39144584,-0.357859985
-0.391,3944,-0.374672117,-0.389827051,-0.404683529
-0.391,3945,-0.379103623,-0.412832268,-0.417160042
-0.402,3946,-0.39478969,-0.39119985,-0.392963446
-0.402,3947,-0.455344489,-0.398265995,-0.423648748
-0.402,3948,-0.446483099,-0.405753636,-0.378882204
-0.402,3949,-0.454599131,-0.404910312,-0.389688378
-0.409,3950,-0.414488604,-0.422519489,-0.433202774
-0.409,3951,-0.363255848,-0.404526896,-0.397176498
-0.409,3952,-0.367338692,-0.40953024,-0.408434193
-0.409,3953,-0.395909342,-0.419622474,-0.410858309
-0.42,3954,-0.368535554,-0.41720486,-0.458985611
-0.42,3955,-0.377583243,-0.420795597,-0.433125889
-0.42,3956,-0.43928502,-0.415106803,-0.382827214
-0.42,3957,-0.402077199,-0.433161269,-0.435635336
-0.431,3958,-0.436680427,-0.437349252,-0.380720005
-0.431,3959,-0.453221037,-0.445737281,-0.441661994
-0.431,3960,-0.497784471,-0.429024829,-0.440814942
-0.431,3961,-0.406903495,-0.412126497,-0.437207769
-0.435,3962,-0.443455778,-0.434388625,-0.459847041
-0.435,3963,-0.440753815,-0.445239845,-0.462384066
-0.435,3964,-0.397359822,-0.434749676,-0.423166458
-0.435,3965,-0.365755835,-0.432377246,-0.462957264
-0.446,3966,-0.445818184,-0.425870522,-0.4563828
-0.446,3967,-0.460458363,-0.436186259,-0.468404768
-0.446,3968,-0.48869578,-0.450363681,-0.423701758
-0.446,3969,-0.46451349,-0.447914142,-0.452744121
-0.45,3970,-0.437489424,-0.451567314,-0.44141532
-0.45,3971,-0.432000176,-0.454397032,-0.438175375
-0.45,3972,-0.381480536,-0.457867763,-0.461890006
-0.45,3973,-0.442099808,-0.457063249,-0.471861776
-0.461,3974,-0.43304882,-0.456796538,-0.485900822
-0.461,3975,-0.472446719,-0.453219579,-0.500476715
-0.461,3976,-0.419203578,-0.442777134,-0.493056554
-0.461,3977,-0.471120176,-0.458020933,-0.450088528
-0.464,3978,-0.417077346,-0.478935813,-0.446167607
-0.464,3979,-0.398902595,-0.460002158,-0.506563678
-0.464,3980,-0.552047838,-0.461238593,-0.471213644
-0.464,3981,-0.486547286,-0.451566063,-0.445491536
-0.471,3982,-0.471706986,-0.484197751,-0.504105066
-0.471,3983,-0.47542458,-0.471147279,-0.466155479
-0.471,3984,-0.426535166,-0.487396845,-0.534311512
-0.471,3985,-0.462424833,-0.466439694,-0.459532205
-0.479,3986,-0.477636123,-0.48665696,-0.487643216
-0.479,3987,-0.466071896,-0.470244856,-0.494089769
-0.479,3988,-0.536577385,-0.486954945,-0.49603807
-0.479,3989,-0.454924425,-0.473374323,-0.503573212
-0.486,3990,-0.476412895,-0.492389682,-0.47933199
-0.486,3991,-0.479786008,-0.482597042,-0.492731747
-0.486,3992,-0.552797819,-0.502032256,-0.483440359
-0.486,3993,-0.492811673,-0.474166933,-0.504571197
-0.486,3994,-0.51361542,-0.488916284,-0.454643279
-0.486,3995,-0.459195864,-0.4742918,-0.515404942
-0.486,3996,-0.530333523,-0.487930059,-0.449056166
-0.486,3997,-0.450871171,-0.483791422,-0.457935346
-0.493,3998,-0.501778125,-0.494229069,-0.488315209
-0.493,3999,-0.426118401,-0.48532011,-0.458263219
-0.493,4000,-0.491938581,-0.495925163,-0.505474569
-0.493,4001,-0.496231755,-0.511369364,-0.482936772
-0.484,4002,-0.484417105,-0.481004797,-0.46589374
-0.484,4003,-0.434017549,-0.490603285,-0.484350597
-0.484,4004,-0.438667918,-0.504028964,-0.461040976
-0.484,4005,-0.47912046,-0.485204997,-0.462739062
-0.487,4006,-0.522375669,-0.487993334,-0.485734163
-0.487,4007,-0.514424625,-0.483943581,-0.531933557
-0.487,4008,-0.503867708,-0.470537041,-0.471642027
-0.487,4009,-0.446319211,-0.49344217,-0.453707362
-0.495,4010,-0.476658695,-0.499103265,-0.449934506
-0.495,4011,-0.48659069,-0.49243117,-0.474182767
-0.495,4012,-0.514451304,-0.478358984,-0.495106181
-0.495,4013,-0.465889641,-0.494307854,-0.478497173
-0.498,4014,-0.450644094,-0.498935023,-0.479423407
-0.498,4015,-0.483865237,-0.491865205,-0.47754739
-0.498,4016,-0.502215141,-0.493892897,-0.478348223
-0.498,4017,-0.550478601,-0.492711786,-0.45889675
-0.498,4018,-0.452334199,-0.497914428,-0.518645419
-0.498,4019,-0.451287284,-0.487568013,-0.500342618
-0.498,4020,-0.482402969,-0.518025026,-0.535852316
-0.498,4021,-0.563739339,-0.503194673,-0.496229866
-0.502,4022,-0.501971002,-0.495399804,-0.489982954
-0.502,4023,-0.447097024,-0.473250691,-0.546364022
-0.502,4024,-0.530756844,-0.512151795,-0.504527412
-0.502,4025,-0.487336778,-0.509121066,-0.478808825
-0.502,4026,-0.491334909,-0.472977508,-0.548567669
-0.502,4027,-0.491672392,-0.493032347,-0.479394859
-0.502,4028,-0.513857143,-0.504324373,-0.491748898
-0.502,4029,-0.507767966,-0.508316415,-0.485223432
-0.506,4030,-0.439022767,-0.503638977,-0.491746737
-0.506,4031,-0.568017582,-0.520713207,-0.52423055
-0.506,4032,-0.480596589,-0.523097296,-0.516266144
-0.506,4033,-0.473413903,-0.509416239,-0.500298447
-0.498,4034,-0.499944813,-0.501534296,-0.511104363
-0.498,4035,-0.532109351,-0.504333488,-0.506328827
-0.498,4036,-0.487697042,-0.489868617,-0.497379209
-0.498,4037,-0.486487568,-0.490087861,-0.479908438
-0.495,4038,-0.531363796,-0.480061898,-0.473713098
-0.495,4039,-0.513939347,-0.484157865,-0.500137565
-0.495,4040,-0.49250913,-0.492118846,-0.509884872
-0.495,4041,-0.486456062,-0.485322779,-0.480293023
-0.487,4042,-0.458371531,-0.513035389,-0.518560169
-0.487,4043,-0.529692318,-0.512506312,-0.477035724
-0.487,4044,-0.431863851,-0.459832866,-0.495495076
-0.487,4045,-0.50827167,-0.49655209,-0.479786601
-0.473,4046,-0.516403777,-0.485354454,-0.500864118
-0.473,4047,-0.47670463,-0.471733315,-0.492878733
-0.473,4048,-0.480428778,-0.475228576,-0.471731235
-0.473,4049,-0.482337596,-0.470027309,-0.448068283
-0.444,4050,-0.467303297,-0.447001308,-0.430243633
-0.444,4051,-0.469914871,-0.442887801,-0.388972063
-0.444,4052,-0.480915621,-0.442569453,-0.46946693
-0.444,4053,-0.447839371,-0.419500836,-0.46610611
-0.411,4054,-0.4367957,-0.422505605,-0.456932713
-0.411,4055,-0.395632388,-0.424548951,-0.372988813
-0.411,4056,-0.457669646,-0.404664905,-0.36865923
-0.411,4057,-0.447655227,-0.398119665,-0.387451513
-0.36,4058,-0.359280264,-0.352983473,-0.337541715
-0.36,4059,-0.384347919,-0.370037195,-0.387588921
-0.36,4060,-0.383290589,-0.360103006,-0.372596618
-0.36,4061,-0.364549765,-0.366258018,-0.349043558
-0.302,4062,-0.243904905,-0.304682581,-0.31952873
-0.302,4063,-0.266104318,-0.296228107,-0.274776979
-0.302,4064,-0.303744976,-0.301116725,-0.322960028
-0.302,4065,-0.311078021,-0.308707684,-0.300118763
-0.236,4066,-0.237536237,-0.241190678,-0.219403067
-0.236,4067,-0.266373517,-0.221386178,-0.202538071
-0.236,4068,-0.139724524,-0.254986064,-0.276544943
-0.236,4069,-0.258107988,-0.242155878,-0.209184456
-0.168,4070,-0.158377475,-0.17895723,-0.183067797
-0.168,4071,-0.193312143,-0.156447241,-0.190942723
-0.168,4072,-0.193592968,-0.176137377,-0.134656786
-0.168,4073,-0.14634873,-0.18115215,-0.128986649
-0.084,4074,-0.104907859,-0.078058876,-0.092966766
-0.084,4075,-0.038308301,-0.088144011,-0.062956669
-0.084,4076,-0.088753048,-0.081447837,-0.09686101
-0.084,4077,-0.03837045,-0.100271391,-0.107902133
-0.004,4078,0.008790135,0.004199741,-0.007460193
-0.004,4079,-0.008980964,0.005468629,0.002266677
-0.004,4080,-0.031286854,-0.002562071,-0.009199184
-0.004,4081,-0.097402957,0.010760452,-0.032850206
0.084,4082,0.081109991,0.09424929,0.073752107
0.084,4083,0.078288954,0.0690972,0.07589803
0.084,4084,0.08377574,0.094283906,0.087456646
0.084,4085,0.106023701,0.078032692,0.079186879
0.161,4086,0.151734974,0.165766227,0.190368456
0.161,4087,0.142949539,0.156073531,0.14945506
0.161,4088,0.138992598,0.166880145,0.192321307
0.161,4089,0.144835385,0.150978881,0.161394816
0.233,4090,0.192701713,0.234275363,0.228264688
0.233,4091,0.240462604,0.224531361,0.230402013
0.233,4092,0.252982602,0.234196576,0.253058838
0.233,4093,0.183329846,0.238395476,0.275513718
0.302,4094,0.28214513,0.276753942,0.298724922
0.302,4095,0.292192678,0.301479391,0.308580814
0.302,4096,0.292909522,0.296908118,0.293411849
0.302,4097,0.26363675,0.292417233,0.288865723
0.36,4098,0.297336603,0.357349944,0.331433203
0.36,4099,0.332939742,0.359671801,0.350100579
0.36,4100,0.365082411,0.370237921,0.373058384
0.36,4101,0.423225741,0.349183174,0.377389686
0.411,4102,0.380811701,0.412610967,0.441699972
0.411,4103,0.427036832,0.417879573,0.38966127
0.411,4104,0.364938838,0.428568206,0.418900412
0.411,4105,0.400722398,0.408770947,0.378795841
0.456,4106,0.465721347,0.451347524,0.456547295
0.456,4107,0.489008501,0.450885714,0.462956572
0.456,4108,0.463777893,0.463315259,0.505042902
0.456,4109,0.444044956,0.451462506,0.462906295
0.484,4110,0.483769965,0.476331117,0.481721841
0.484,4111,0.459924087,0.514399274,0.48278671
0.484,4112,0.460321134,0.474093368,0.503876973
0.484,4113,0.497407112,0.474282847,0.44772726
0.51,4114,0.557346485,0.519924919,0.539296981
0.51,4115,0.489642374,0.525486558,0.518320533
0.51,4116,0.491363038,0.517276443,0.552996651
0.51,4117,0.491631699,0.504478825,0.473126599
0.521,4118,0.504890059,0.508301676,0.521334942
0.521,4119,0.546984246,0.50572208,0.539411682
0.521,4120,0.488648072,0.540627588,0.530879185
0.521,4121,0.510211291,0.535164571,0.552058959
0.531,4122,0.522505296,0.519799346,0.565087308
0.531,4123,0.531813873,0.529032098,0.52994928
0.531,4124,0.549134437,0.524056227,0.504683513
0.531,4125,0.582594416,0.539908009,0.49748676
0.528,4126,0.526937424,0.528854948,0.510577915
0.528,4127,0.526190207,0.538738035,0.539960009
0.528,4128,0.552245816,0.532897495,0.554820817
0.528,4129,0.578519489,0.514339259,0.509409514
0.513,4130,0.546557494,0.518889993,0.52086611
0.513,4131,0.525477789,0.507324146,0.491587994
0.513,4132,0.487548395,0.513158768,0.513957265
0.513,4133,0.513238062,0.517500032,0.450413946
0.495,4134,0.520355883,0.496413598,0.4734208
0.495,4135,0.47889893,0.499422621,0.489324115
0.495,4136,0.444384367,0.501163727,0.490363798
0.495,4137,0.442172645,0.50312924,0.449759765
0.47,4138,0.448920212,0.500711555,0.502049098
0.47,4139,0.448338138,0.478978478,0.478055775
0.47,4140,0.466637144,0.486496503,0.411946148
0.47,4141,0.476580662,0.465380849,0.463114765
0.441,4142,0.468809164,0.446003547,0.399332217
0.441,4143,0.470881852,0.433775214,0.44688477
0.441,4144,0.475014921,0.43331077,0.440711636
0.441,4145,0.392167975,0.4361687,0.45083196
0.408,4146,0.363118627,0.400130856,0.417986542
0.408,4147,0.403261937,0.408523244,0.389740456
0.408,4148,0.453408898,0.419221022,0.394245079
0.408,4149,0.347446119,0.396050945,0.427053549
0.368,4150,0.39658828,0.365084025,0.408709255
0.368,4151,0.335522463,0.367979774,0.370157076
0.368,4152,0.338412661,0.3768964,0.393440416
0.368,4153,0.327988981,0.35760549,0.40715847
0.328,4154,0.284955611,0.337213073,0.335237634
0.328,4155,0.289343992,0.312161393,0.309091715
0.328,4156,0.278809993,0.320986749,0.330886453
0.328,4157,0.310905069,0.336683531,0.336132155
0.284,4158,0.264184049,0.262538923,0.280997527
0.284,4159,0.282449589,0.297307645,0.265461195
0.284,4160,0.270836373,0.277981684,0.292348588
0.284,4161,0.330272919,0.27782008,0.27275536
0.24,4162,0.24918171,0.222035816,0.221257786
0.24,4163,0.137155794,0.229536565,0.219962409
0.24,4164,0.217449614,0.241677482,0.249742381
0.24,4165,0.223761753,0.253479559,0.280722869
0.197,4166,0.209669073,0.194658327,0.193469026
0.197,4167,0.132061981,0.179863291,0.202846326
0.197,4168,0.252263306,0.193914892,0.227361064
0.197,4169,0.195096908,0.193348117,0.144645495
0.161,4170,0.161050375,0.162444694,0.157535768
0.161,4171,0.187731097,0.18492041,0.16582865
0.161,4172,0.180346073,0.173818579,0.148780714
0.161,4173,0.171706062,0.154142097,0.180732217
0.12,4174,0.099028581,0.123279845,0.153127208
0.12,4175,0.089528746,0.10662831,0.160006454
0.12,4176,0.15369214,0.111223681,0.129394466
0.12,4177,0.094801976,0.1273302,0.123451369
0.084,4178,0.127931344,0.093791419,0.070513253
0.084,4179,0.038487096,0.056770398,0.074154063
0.084,4180,0.074899489,0.08326534,0.070707005
0.084,4181,0.025701042,0.068625852,0.072998465
0.048,4182,0.140119397,0.030100239,0.063347288
0.048,4183,0.049701234,0.042552921,0.000208986
0.048,4184,0.029934644,0.034460175,0.051056449
0.048,4185,0.085750127,0.053995171,0.029081364
0.022,4186,-0.027567844,0.01696833,0.010974972
